title,year,rating,votes,genres,plot,imdb_id
Three Dollars,2005.0,6.1,749.0,Drama,"THREE DOLLARS is the story of Eddie, an honest, compassionate man who finds himself with a wife, a child, and three dollars. Eddie's world revolves around the three women in his life: his brilliant wife Tanya, a passionate academic, their six year old daughter Abby, who heightens the stakes on every decision Eddie makes, and his childhood sweetheart, the beautiful, privileged Amanda, who re-appears in his life with mathematical certainty every nine and a half years. Surviving with a blend of self-depreciating wit, spirited sensitivity and a big heart, his life is rich with the pleasures and pains of love, family, friendship and marriage. But with only three dollars to his name Eddie will be faced with a choice that will change the direction of his life forever.—Arenafilm",tt0391493
Sicilia!,2023.0,7.0,707.0,"Drama,History,Romance","Follows the Florio family where brothers Paolo and Ignazio turn a small shop in Sicily into a flourish business activity that becomes an economic empire, but the arrival of a strong and intelligent woman disrupts the entire family's life.",tt19866510
Thunderball,1965.0,6.9,130117.0,"Action,Adventure,Thriller",James Bond heads to the Bahamas to recover two nuclear warheads stolen by S.P.E.C.T.R.E. Agent Emilio Largo in an international extortion scheme.,tt0059800
The Crow: City of Angels,1996.0,4.6,22605.0,"Action,Crime,Fantasy,Horror,Thriller",The spirit of the Crow resurrects a car mechanic seeking revenge for the murder of his son.,tt0115986
Father Christmas,2021.0,4.5,7706.0,Comedy,"Centers around four sisters who have re-united for the Christmas holiday in a Yorkshire mansion. Misunderstandings uncover the long-buried secret that tore their family apart, so many years ago.",tt13103340
Lassie,1954.0,6.5,3959.0,"Adventure,Drama,Family","The ongoing saga of the Martin family and their beloved collie, Lassie.",tt0046617
She,1984.0,7.2,30526.0,"Crime,Drama,Mystery","Professional writer and amateur sleuth Jessica Fletcher uses her intellect, charm, and persistence to get to the bottom of every crime she encounters.",tt0086765
TASS Is Authorized to Declare,1984.0,7.4,414.0,Adventure,A spy is sent to Moscow. The task of the KGB is to neutralize him and thus prevent a revolt in a fictional state of Nagonia.,tt0086813
The Lyons Mail,1916.0,,,"Crime,Drama",A rich man is mistaken for a highwayman's double.,tt0333845
The Spook Who Sat By The Door,,,,Drama,An African American is hired by the CIA in the late 1960s to train for a high-level mission.,tt8976680
Les Tontons flingueurs,1963.0,7.7,6757.0,"Action,Comedy,Crime","A dying mob boss hands over his business to an old friend, Fernand. The boss' assistants want to get rid of the latter. But are the Volfoni brothers and Théo real threats? Ensuing fights and shootouts are more comical than deadly.",tt0057591
Sixth Happiness,1958.0,7.2,5548.0,"Biography,Drama,War",A tenacious British woman becomes a missionary and runs an inn for travelling merchants in China during the Japanese invasion and the tumultuous years leading up to the Second World War.,tt0051776
A Christmas Carol,2009.0,6.8,132988.0,"Animation,Adventure,Comedy,Drama,Family,Fantasy","Ebenezer Scrooge, a miserly old moneylender is visited by three Christmas spirits on Christmas Eve. Scrooge embarks on a journey of self-redemption to mend his miserly ways",tt1067106
I'll be Seeing You,1944.0,7.1,2595.0,"Drama,Family,Romance,War",A soldier suffering from combat fatigue meets a young woman on Christmas furlough from prison and their mutual loneliness blossoms into romance.,tt0036940
Avana Ivan,2022.0,,,Crime,,tt21142832
A Passage to India,1984.0,7.3,21604.0,"Adventure,Drama,History","Cultural mistrust and false accusations doom a friendship in British colonial India between an Indian doctor, an Englishwoman engaged to marry a city magistrate, and an English educator.",tt0087892
Oz: The Great and Powerful,2013.0,6.3,217005.0,"Adventure,Family,Fantasy",A small-time magician is swept away to an enchanted land and is forced into a power struggle among three witches.,tt1623205
Murder at the Gallop,1963.0,7.2,7027.0,"Comedy,Crime,Drama,Mystery,Thriller","When a wealthy old man appears to have been ""frightened to death"" by a cat, Miss Jane Marple suspects one of his four relatives, all heirs to his estate, of his murder.",tt0057334
Tomie: Forbidden Fruit,2002.0,5.6,598.0,Horror,"Tomie terrorizes an artistically inclined young girl and her widowed father, slowly integrating herself into the family.",tt0348226
Up in Mabel's Room,1944.0,6.1,200.0,Comedy,Newly-married Gary Ainsworth once gave his former sweetheart Mabel a sexy negligee with his initials embroidered in the lacework. It is Gary's unenviable task to retrieve the incriminating undergarment from Mabel's room.,tt0037421
Amalia,2008.0,6.3,788.0,"Biography,Drama,Music,Romance",The story of singing legend Amália Rodrigues who ruled the famous Portuguese acoustic guitar and vocals based music genre called fado.,tt1234918
Logan's Run,1976.0,6.8,62516.0,"Action,Adventure,Sci-Fi",A police officer in the future uncovers the deadly secret behind a society that worships youth.,tt0074812
Alice in Wonderland,2010.0,6.4,449717.0,"Adventure,Family,Fantasy,Mystery","Nineteen-year-old Alice returns to the magical world from her childhood adventure, where she reunites with her old friends and learns of her true destiny: to end the Red Queen's reign of terror.",tt1014759
The Three Musketeers,2011.0,5.7,113192.0,"Action,Adventure,Fantasy,Romance,Thriller","The young and confident D'Artagnan, along with three former legendary but now down-on-their-luck Musketeers; unite and defeat a beautiful double agent and her villainous employer from seizing the French throne, and engulfing Europe in war.",tt1509767
In the Gloaming,1997.0,7.0,1556.0,Drama,"A loving mother, a son in search of peace, four people separated by more than miles. Now, in the twilight of their time together, reconciliation finally begins for a family who never really knew each other until it was almost too late.",tt0119362
The World Is Not Enough,1999.0,6.4,213139.0,"Action,Adventure,Thriller","James Bond uncovers a nuclear plot while protecting an oil heiress from her former kidnapper, an international terrorist who can't feel pain.",tt0143145
Les Diaboliques,1955.0,8.1,70785.0,"Crime,Drama,Horror,Mystery,Thriller",The wife and mistress of a loathed school principal plan to murder him with what they believe is the perfect alibi.,tt0046911
A Christmas Carol,2009.0,6.8,132988.0,"Animation,Adventure,Comedy,Drama,Family,Fantasy","Ebenezer Scrooge, a miserly old moneylender is visited by three Christmas spirits on Christmas Eve. Scrooge embarks on a journey of self-redemption to mend his miserly ways",tt1067106
The Woman,2023.0,6.6,45945.0,"Crime,Drama,Mystery","Sheryl Bradshaw, a single woman looking for a suitor on a hit 1970s TV show, chooses charming bachelor Rodney Alcala, unaware that, behind the man's gentle facade, he hides a deadly secret.",tt7737800
Skeleton on Horseback,1937.0,7.5,395.0,"Drama,Fantasy,Sci-Fi,War","""The White Sickness"", a leprosy-like disease, ravages the world during a war.",tt0028632
Sadako 3D,2012.0,3.7,1855.0,Horror,"The spiteful ghost of Sadako, a murdered woman whose body was thrown down a well, reaches the Internet searching for a host in order to live once again.",tt1844025
The W Plan,1930.0,5.4,43.0,"Action,Adventure,War",A British spy helps prisoners of war destroy Germans' secret tunnels.,tt0022545
The Tin Drum,1979.0,7.4,26497.0,"Drama,War","In 1924, Oskar Matzerath is born in the Free City of Danzig. At age three, he falls down a flight of stairs and stops growing. In 1939, World War II breaks out.",tt0078875
Streets of Laredo,1995.0,7.2,2404.0,"Drama,Western","Captain Woodrow Call, now retired from the Rangers, is a bounty hunter. He is hired by an eastern railroad baron to track down Joey Garza, a new breed of killer.",tt0112041
Lotte in Weimar,1975.0,6.2,98.0,Drama,"Based on the novel by Thomas Mann. Charlotte Kestner, the love of Goethe's youth, became famous because she was the real-life Lotte represented in his renowned The Sorrows of Young Werther. At age 44 she travels to Weimar to see Goethe again, and high society's posturing and Goethe's personal history lead her to an unexpected conclusion. Dramaturge (later Studio Director) Walter Janka was befriended by the Thomas Mann family, making this adaptation possible.—DEFA Film Library",tt0071774
Les Misérables,2012.0,7.5,351079.0,"Drama,Musical,Romance","In 19th-century France, Jean Valjean, who, for decades, has been hunted by the ruthless policeman Javert after breaking parole, agrees to care for a factory worker's daughter. The decision changes their lives forever.",tt1707386
The Home of Dark Butterflies,2011.0,6.2,439361.0,"Action,Adventure,Sci-Fi","The Autobots learn of a Cybertronian spacecraft hidden on the moon, and race against the Decepticons to reach it and to learn its secrets.",tt1399103
Around the World in 80 Days,2004.0,5.9,96463.0,"Action,Adventure,Comedy,Family,Western","To win a bet, an eccentric British inventor embarks, with his Chinese valet and an aspiring French artist, on a trip full of adventures and dangers around the world in exactly 80 days.",tt0327437
Closely Watched Trains,1966.0,7.6,14181.0,"Comedy,Drama,Romance,War",An apprentice train dispatcher looks for love while aiding his colleagues in their resistance against the Nazis.,tt0060802
La bête,2023.0,6.5,7337.0,"Drama,Romance,Sci-Fi,Thriller",In the near future artificial intelligence is in control of everyone's lives and human emotions are perceived as a threat.,tt14407336
Looking for Alibrandi,2000.0,7.0,3644.0,"Comedy,Drama,Romance",At seventeen Josie Alibrandi is about to enter her final year as a scholarship student at an exclusive Catholic College. It's the year her life is turned upside down and changed forever.,tt0217629
The Natural,1984.0,7.4,53538.0,"Drama,Sport",A middle-aged unknown comes seemingly out of nowhere to become a legendary baseball player with almost supernatural talent.,tt0087781
The Beach,2000.0,6.6,258362.0,"Adventure,Drama,Romance,Thriller","On vacation in Thailand, Richard sets out for an island rumored to be a solitary beach paradise.",tt0163978
1408,2007.0,6.8,300970.0,"Fantasy,Horror,Mystery","Author Michael Enslin specializes in debunking paranormal occurrences, checks into the fabled room 1408 in the Dolphin Hotel in New York City, settles in, and soon confronts genuine terror.",tt0450385
The War of the Roses,1989.0,6.8,58598.0,"Comedy,Romance",A married couple tries everything to drive each other out of the house in a vicious divorce battle.,tt0098621
The Virgin Suicides,1999.0,7.2,174988.0,"Drama,Romance","A group of male friends become obsessed with five mysterious sisters who are sheltered by their strict, religious parents in suburban Detroit in the mid 1970s.",tt0159097
The Night Flier,1997.0,6.0,12495.0,"Fantasy,Horror,Mystery",A reporter is on the trail of a vampiric murderer who travels by plane.,tt0119784
Treasure Island,1934.0,7.1,3264.0,"Adventure,Family",Young Jim Hawkins is torn between his loyalty to his benefactors and his affection for lovable rogue Long John Silver in their struggle to recover a buried pirate treasure.,tt0025907
Samurai Reincarnation,1981.0,6.5,1298.0,"Action,Fantasy,Horror","Centuries ago, a samurai survives the massacre of 35,000 Christians and denounces God for ignoring the pleas of the believers. He sells his soul to the devil and receives the power to resurrect the dead to join him on a murderous rampage.",tt0082699
